text,time_stamp,likes,dislikes,retweet
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",12/31/2004,313734,200482,false
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2/5/2024,257283,744425,true
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,12/21/2024,265215,338366,true
Fusce consequat. Nulla nisl. Nunc nisl.,3/22/2012,28983,590940,false
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3/31/2018,889179,620814,false
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",4/16/2010,878342,779142,true
Fusce consequat. Nulla nisl. Nunc nisl.,10/4/2020,240805,947919,false
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/9/2011,348336,743250,false
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4/15/2008,789209,612638,false
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4/3/2005,82463,621520,true
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,4/20/2019,486953,128191,false
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/13/2006,828150,578192,false
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/1/2008,695182,404487,true
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/27/2021,84150,392399,false
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1/3/2005,315657,768663,false
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/6/2005,536019,126799,false
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/16/2005,979131,104086,false
Fusce consequat. Nulla nisl. Nunc nisl.,10/18/2007,119100,695229,true
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,6/17/2016,967486,642044,false
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",6/12/2005,326507,516313,false
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2/11/2013,502780,227711,true
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8/20/2009,772484,733200,false
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/28/2021,3630,993458,true
"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3/1/2014,441092,143815,true
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,2/23/2025,575302,630852,false
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/12/2017,406135,100556,true
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/10/2015,899332,249009,true
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2/21/2014,108557,396543,false
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/20/2016,215183,106618,true
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1/22/2023,933207,24298,false
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7/5/2011,323208,162866,false
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/6/2002,303773,61467,false
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",3/7/2006,801671,731503,true
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3/13/2023,340164,530705,true
Fusce consequat. Nulla nisl. Nunc nisl.,1/11/2013,239884,561653,true
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2/11/2017,45991,686303,true
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",10/18/2010,830494,876633,true
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1/15/2011,342863,961351,true
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",8/28/2023,918273,723513,true
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,8/11/2006,4104,90868,false
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,3/19/2012,912183,85195,true
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,8/25/2011,237849,305909,true
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,8/24/2022,735327,564111,true
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,7/10/2000,221142,750152,false
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7/14/2010,499164,390588,false
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4/21/2000,741669,539850,true
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3/18/2019,500239,390541,true
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7/25/2017,91639,674655,false
Phasellus in felis. Donec semper sapien a libero. Nam dui.,1/16/2008,525963,32046,true
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,11/7/2015,353527,474758,true
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8/11/2014,832302,194000,false
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1/15/2001,460263,935765,false
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/21/2000,120124,795751,true
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,12/8/2014,22167,509340,true
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12/12/2013,766776,840274,false
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",5/12/2000,766928,234128,true
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,7/19/2012,396820,195717,true
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/8/2017,229287,332329,false
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4/23/2001,830757,630849,false
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1/6/2023,223225,937266,true
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/20/2001,596935,826539,true
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",11/29/2018,714293,293871,true
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3/20/2008,583549,897348,false
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9/11/2021,233977,71797,true
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",9/9/2020,520839,355076,false
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1/17/2011,91010,671115,true
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,10/11/2010,493874,196525,false
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/17/2002,502700,803116,false
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/13/2010,757009,337912,true
"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",10/10/2005,822288,590058,true
"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8/8/2018,997731,997623,true
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2/15/2008,956141,787755,true
Phasellus in felis. Donec semper sapien a libero. Nam dui.,11/14/2003,222610,210083,false
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2/8/2025,729995,263595,true
"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8/10/2005,998469,752882,false
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,3/26/2000,571774,123562,false
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5/5/2009,579117,140133,true
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2/11/2012,130143,832948,true
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/21/2013,138395,115743,false
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/2/2012,694352,992927,true
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3/20/2005,258598,7171,true
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,7/2/2003,824558,213617,true
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/1/2004,722428,305375,true
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",5/9/2001,863976,599982,true
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3/6/2008,830407,232693,false
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/5/2013,24294,722667,false
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/30/2010,180585,284706,false
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,8/25/2009,202417,175186,true
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3/19/2006,89922,716137,true
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,6/28/2009,249075,880637,true
Fusce consequat. Nulla nisl. Nunc nisl.,9/1/2016,168761,525172,true
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1/26/2017,264363,90888,false
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2/4/2006,5496,627966,false
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,4/19/2022,333562,767209,true
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/3/2016,671881,911597,false
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1/17/2015,909877,799539,true
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,11/23/2016,449005,807304,true
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",8/29/2022,355389,583776,true
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6/29/2012,447137,148905,true
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",12/31/2022,560887,315808,true
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,5/15/2017,7634,829021,true
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,5/16/2020,86722,519283,true
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,5/31/2010,475368,722773,false
Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,4/26/2017,438929,525942,false
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",9/25/2004,125414,426053,true
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11/11/2020,462410,833337,false
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/17/2000,572999,709229,true
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",12/2/2019,642055,9463,false
Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1/21/2001,302183,601290,false
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9/15/2009,14512,633731,false
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",5/27/2024,489347,432771,false
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,4/3/2022,832509,108149,false
In congue. Etiam justo. Etiam pretium iaculis justo.,11/25/2006,288846,224640,false
Sed ante. Vivamus tortor. Duis mattis egestas metus.,3/31/2020,640317,82883,true
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/13/2013,172033,414713,true
Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/17/2015,422059,742795,false
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3/6/2001,181412,271843,false
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",9/5/2016,712996,784211,true
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,9/26/2018,945528,311214,true
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/24/2010,548981,466776,false
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",8/13/2010,81284,360269,false
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/2/2010,105240,89351,false
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",10/25/2019,441874,736424,false
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/21/2012,834458,157478,true
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2/23/2014,765741,403371,false
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",11/7/2014,857140,56115,true
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,7/13/2014,594680,306569,true
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",5/17/2017,52613,665174,false
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/2/2002,394715,281980,true
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",8/5/2012,499664,24696,true
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",9/12/2006,898920,231044,true
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/25/2017,546484,541821,false
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3/10/2012,116710,409530,true
Sed ante. Vivamus tortor. Duis mattis egestas metus.,4/9/2007,25433,523476,false
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",9/22/2023,265490,92233,true
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",3/25/2008,222080,373571,true
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/4/2008,650569,978804,true
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2/11/2025,625780,940519,true
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",10/11/2015,173727,591615,false
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,7/11/2010,439185,74231,true
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",6/10/2001,190115,489045,false
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,10/12/2009,215537,831037,true
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",9/22/2022,161012,120635,false
Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,5/19/2021,445116,942302,true
Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,10/4/2023,9191,872195,false
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/20/2024,715704,200930,false
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/14/2004,514536,314639,true
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/19/2015,666563,443387,true
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",5/17/2011,267014,902612,true
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1/24/2005,869696,807407,true
"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4/14/2024,533583,697588,true
"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",12/12/2005,381992,588575,false
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,7/4/2017,399844,538556,false
Phasellus in felis. Donec semper sapien a libero. Nam dui.,5/17/2008,570996,17255,true
Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/8/2012,313271,593874,false
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/27/2017,908059,178923,false
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2/6/2018,68511,673664,false
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/3/2012,150372,627833,true
Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,10/20/2018,997941,632768,false
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,5/13/2017,157365,777709,false
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3/3/2024,185612,264222,false
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/12/2018,885087,878477,true
"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/16/2023,292072,145491,true
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1/2/2025,589923,181803,true
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,10/15/2012,529058,84622,true
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,9/18/2005,229784,241158,true
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",12/12/2009,243685,836637,true
Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,5/26/2011,698977,822391,false
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/23/2009,444470,487762,true
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/15/2025,639448,663084,false
Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,10/27/2009,645814,783908,true
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,10/16/2024,91178,740066,false
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4/19/2011,799947,461121,true
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",12/16/2022,92998,648117,false
In congue. Etiam justo. Etiam pretium iaculis justo.,3/11/2013,477735,858464,true
Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,3/5/2013,102804,715946,true
Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4/25/2011,655774,734149,true
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/3/2004,262975,397054,true
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3/17/2013,591890,387186,false
In congue. Etiam justo. Etiam pretium iaculis justo.,3/18/2021,554451,176041,false
Fusce consequat. Nulla nisl. Nunc nisl.,1/17/2025,619508,899917,false
Sed ante. Vivamus tortor. Duis mattis egestas metus.,7/16/2020,983278,798402,false
Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,3/3/2005,887555,612400,false
"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/17/2017,349219,223807,false
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",7/13/2007,255175,822101,false
