id,text,time_stamp,likes,dislikes,retweet
4185,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,3/15/2007,694432,850789,False
4186,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,8/16/2023,481770,351911,True
4187,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,8/23/2008,249410,809081,False
4188,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4/6/2024,640863,63013,False
4189,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/22/2023,841022,2092,False
4190,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",9/10/2004,847372,974541,True
4191,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,7/30/2015,365520,354055,True
4192,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,9/7/2016,207854,26139,True
4193,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,3/15/2002,271551,440116,True
4194,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",12/31/2004,313734,200482,False
4195,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2/5/2024,257283,744425,True
4196,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,12/21/2024,265215,338366,True
4197,Fusce consequat. Nulla nisl. Nunc nisl.,3/22/2012,28983,590940,False
4198,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3/31/2018,889179,620814,False
4199,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",4/16/2010,878342,779142,True
4200,Fusce consequat. Nulla nisl. Nunc nisl.,10/4/2020,240805,947919,False
4201,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/9/2011,348336,743250,False
4202,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4/15/2008,789209,612638,False
4203,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4/3/2005,82463,621520,True
4204,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,4/20/2019,486953,128191,False
4205,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/13/2006,828150,578192,False
4206,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/1/2008,695182,404487,True
4207,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/27/2021,84150,392399,False
4208,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1/3/2005,315657,768663,False
4209,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/6/2005,536019,126799,False
4210,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/16/2005,979131,104086,False
4211,Fusce consequat. Nulla nisl. Nunc nisl.,10/18/2007,119100,695229,True
4212,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,6/17/2016,967486,642044,False
4213,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",6/12/2005,326507,516313,False
4214,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2/11/2013,502780,227711,True
4215,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8/20/2009,772484,733200,False
4216,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/28/2021,3630,993458,True
4217,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3/1/2014,441092,143815,True
4218,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,2/23/2025,575302,630852,False
4219,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/12/2017,406135,100556,True
4220,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1/10/2015,899332,249009,True
4221,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2/21/2014,108557,396543,False
4222,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/20/2016,215183,106618,True
4223,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1/22/2023,933207,24298,False
4224,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",7/5/2011,323208,162866,False
4225,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/6/2002,303773,61467,False
4226,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",3/7/2006,801671,731503,True
4227,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",3/13/2023,340164,530705,True
4228,Fusce consequat. Nulla nisl. Nunc nisl.,1/11/2013,239884,561653,True
4229,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2/11/2017,45991,686303,True
4230,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",10/18/2010,830494,876633,True
4231,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1/15/2011,342863,961351,True
4232,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",8/28/2023,918273,723513,True
4233,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,8/11/2006,4104,90868,False
4234,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,3/19/2012,912183,85195,True
4235,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,8/25/2011,237849,305909,True
4236,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,8/24/2022,735327,564111,True
4237,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,7/10/2000,221142,750152,False
4238,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7/14/2010,499164,390588,False
4239,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4/21/2000,741669,539850,True
4240,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3/18/2019,500239,390541,True
4241,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7/25/2017,91639,674655,False
4242,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1/16/2008,525963,32046,True
4243,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,11/7/2015,353527,474758,True
4244,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8/11/2014,832302,194000,False
4245,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1/15/2001,460263,935765,False
4246,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/21/2000,120124,795751,True
4247,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,12/8/2014,22167,509340,True
4248,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12/12/2013,766776,840274,False
4249,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",5/12/2000,766928,234128,True
4250,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,7/19/2012,396820,195717,True
4251,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",11/8/2017,229287,332329,False
4252,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4/23/2001,830757,630849,False
4253,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1/6/2023,223225,937266,True
4254,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6/20/2001,596935,826539,True
4255,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",11/29/2018,714293,293871,True
4256,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3/20/2008,583549,897348,False
4257,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9/11/2021,233977,71797,True
4258,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",9/9/2020,520839,355076,False
4259,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1/17/2011,91010,671115,True
4260,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,10/11/2010,493874,196525,False
4261,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4/17/2002,502700,803116,False
4262,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/13/2010,757009,337912,True
4263,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",10/10/2005,822288,590058,True
4264,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8/8/2018,997731,997623,True
4265,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2/15/2008,956141,787755,True
4266,Phasellus in felis. Donec semper sapien a libero. Nam dui.,11/14/2003,222610,210083,False
4267,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2/8/2025,729995,263595,True
4268,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8/10/2005,998469,752882,False
4269,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,3/26/2000,571774,123562,False
4270,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5/5/2009,579117,140133,True
4271,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",2/11/2012,130143,832948,True
4272,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,5/21/2013,138395,115743,False
4273,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/2/2012,694352,992927,True
4274,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3/20/2005,258598,7171,True
4275,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,7/2/2003,824558,213617,True
4276,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/1/2004,722428,305375,True
4277,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",5/9/2001,863976,599982,True
4278,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3/6/2008,830407,232693,False
4279,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/5/2013,24294,722667,False
4280,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,3/30/2010,180585,284706,False
4281,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,8/25/2009,202417,175186,True
4282,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3/19/2006,89922,716137,True
4283,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,6/28/2009,249075,880637,True
4284,Fusce consequat. Nulla nisl. Nunc nisl.,9/1/2016,168761,525172,True
4285,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1/26/2017,264363,90888,False
4286,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2/4/2006,5496,627966,False
4287,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,4/19/2022,333562,767209,True
4288,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/3/2016,671881,911597,False
4289,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1/17/2015,909877,799539,True
4290,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,11/23/2016,449005,807304,True
4291,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",8/29/2022,355389,583776,True
4292,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6/29/2012,447137,148905,True
4293,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",12/31/2022,560887,315808,True
4294,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,5/15/2017,7634,829021,True
4295,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,5/16/2020,86722,519283,True
4296,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,5/31/2010,475368,722773,False
4297,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,4/26/2017,438929,525942,False
4298,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",9/25/2004,125414,426053,True
4299,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,11/11/2020,462410,833337,False
4300,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/17/2000,572999,709229,True
4301,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",12/2/2019,642055,9463,False
4302,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1/21/2001,302183,601290,False
4303,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9/15/2009,14512,633731,False
4304,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",5/27/2024,489347,432771,False
4305,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,4/3/2022,832509,108149,False
4306,In congue. Etiam justo. Etiam pretium iaculis justo.,11/25/2006,288846,224640,False
4307,Sed ante. Vivamus tortor. Duis mattis egestas metus.,3/31/2020,640317,82883,True
4308,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/13/2013,172033,414713,True
4309,Phasellus in felis. Donec semper sapien a libero. Nam dui.,7/17/2015,422059,742795,False
4310,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3/6/2001,181412,271843,False
4311,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",9/5/2016,712996,784211,True
4312,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,9/26/2018,945528,311214,True
4313,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/24/2010,548981,466776,False
4314,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",8/13/2010,81284,360269,False
4315,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",8/2/2010,105240,89351,False
4316,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",10/25/2019,441874,736424,False
4317,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,10/21/2012,834458,157478,True
4318,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2/23/2014,765741,403371,False
4319,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",11/7/2014,857140,56115,True
4320,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,7/13/2014,594680,306569,True
4321,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",5/17/2017,52613,665174,False
4322,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",10/2/2002,394715,281980,True
4323,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",8/5/2012,499664,24696,True
4324,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",9/12/2006,898920,231044,True
4325,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/25/2017,546484,541821,False
4326,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3/10/2012,116710,409530,True
4327,Sed ante. Vivamus tortor. Duis mattis egestas metus.,4/9/2007,25433,523476,False
4328,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",9/22/2023,265490,92233,True
4329,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",3/25/2008,222080,373571,True
4330,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/4/2008,650569,978804,True
4331,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",2/11/2025,625780,940519,True
4332,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",10/11/2015,173727,591615,False
4333,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,7/11/2010,439185,74231,True
4334,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",6/10/2001,190115,489045,False
4335,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,10/12/2009,215537,831037,True
4336,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",9/22/2022,161012,120635,False
4337,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,5/19/2021,445116,942302,True
4338,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,10/4/2023,9191,872195,False
4339,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,12/20/2024,715704,200930,False
4340,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",2/14/2004,514536,314639,True
4341,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/19/2015,666563,443387,True
4342,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",5/17/2011,267014,902612,True
4343,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1/24/2005,869696,807407,True
4344,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4/14/2024,533583,697588,True
4345,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",12/12/2005,381992,588575,False
4346,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,7/4/2017,399844,538556,False
4347,Phasellus in felis. Donec semper sapien a libero. Nam dui.,5/17/2008,570996,17255,True
4348,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/8/2012,313271,593874,False
4349,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/27/2017,908059,178923,False
4350,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2/6/2018,68511,673664,False
4351,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/3/2012,150372,627833,True
4352,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,10/20/2018,997941,632768,False
4353,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,5/13/2017,157365,777709,False
4354,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3/3/2024,185612,264222,False
4355,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6/12/2018,885087,878477,True
4356,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1/16/2023,292072,145491,True
4357,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1/2/2025,589923,181803,True
4358,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,10/15/2012,529058,84622,True
4359,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,9/18/2005,229784,241158,True
4360,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",12/12/2009,243685,836637,True
4361,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,5/26/2011,698977,822391,False
